run_id,step,op,args,position,crop,money_before,money_after,tile_before,tile_after,shed_before_qty,shed_after_qty,outcome
,176,WATER,(),"(4, 0)",MELON,992.0,992.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 2, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,WATERED
,177,WEST,(),"(4, 0)",MELON,992.0,992.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,OBSERVED
,178,WATER,(),"(3, 0)",MELON,992.0,992.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 2, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,WATERED
,179,WEST,(),"(3, 0)",MELON,992.0,992.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,OBSERVED
,180,WATER,(),"(2, 0)",MELON,992.0,992.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 2, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,WATERED
,181,WEST,(),"(2, 0)",MELON,992.0,992.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,OBSERVED
,182,WATER,(),"(1, 0)",MELON,992.0,992.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 2, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,WATERED
,183,WEST,(),"(1, 0)",MELON,992.0,992.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,OBSERVED
,184,WATER,(),"(0, 0)",MELON,992.0,992.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 2, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,WATERED
,185,SOUTH,(),"(0, 0)",MELON,992.0,992.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,OBSERVED
,186,WATER,(),"(0, 1)",MELON,992.0,992.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 1, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 336, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 1, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 2, 'max_lifespan_step': 336, 'fertilized_until_day': -1}",0,0,WATERED
,187,EAST,(),"(0, 1)",MELON,992.0,992.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 1, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 2, 'max_lifespan_step': 336, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 1, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 2, 'max_lifespan_step': 336, 'fertilized_until_day': -1}",0,0,OBSERVED
,188,WATER,(),"(1, 1)",MELON,992.0,992.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 1, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 336, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 1, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 2, 'max_lifespan_step': 336, 'fertilized_until_day': -1}",0,0,WATERED
,189,WEST,(),"(1, 1)",MELON,992.0,992.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 1, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 2, 'max_lifespan_step': 336, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 1, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 2, 'max_lifespan_step': 336, 'fertilized_until_day': -1}",0,0,OBSERVED
,190,SOUTH,(),"(0, 1)",MELON,992.0,992.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 1, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 2, 'max_lifespan_step': 336, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 1, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 2, 'max_lifespan_step': 336, 'fertilized_until_day': -1}",0,0,OBSERVED
,191,WATER,(),"(0, 2)",MELON,992.0,992.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 1, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 336, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 1, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 2, 'max_lifespan_step': 336, 'fertilized_until_day': -1}",0,0,WATERED
,192,WATER,(),"(4, 4)",MELON,992.0,991.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 4, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,WATERED
,193,NORTH,(),"(4, 4)",MELON,991.0,991.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 4, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 4, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,OBSERVED
,194,WATER,(),"(4, 3)",MELON,991.0,991.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 4, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,WATERED
,195,NORTH,(),"(4, 3)",MELON,991.0,991.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 4, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 4, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,OBSERVED
,196,WATER,(),"(4, 2)",MELON,991.0,991.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 4, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,WATERED
,197,NORTH,(),"(4, 2)",MELON,991.0,991.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 4, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 4, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,OBSERVED
,198,WATER,(),"(4, 1)",MELON,991.0,991.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 4, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,WATERED
,199,NORTH,(),"(4, 1)",MELON,991.0,991.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 4, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 4, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,OBSERVED
,200,WATER,(),"(4, 0)",MELON,991.0,991.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 4, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,WATERED
,201,WEST,(),"(4, 0)",MELON,991.0,991.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 4, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 4, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,OBSERVED
,202,WATER,(),"(3, 0)",MELON,991.0,991.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 4, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,WATERED
,203,WEST,(),"(3, 0)",MELON,991.0,991.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 4, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 4, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,OBSERVED
,204,WATER,(),"(2, 0)",MELON,991.0,991.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 4, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,WATERED
,205,WEST,(),"(2, 0)",MELON,991.0,991.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 4, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 4, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,OBSERVED
,206,WATER,(),"(1, 0)",MELON,991.0,991.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 4, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,WATERED
,207,WEST,(),"(1, 0)",MELON,991.0,991.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 4, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 4, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,OBSERVED
,208,WATER,(),"(0, 0)",MELON,991.0,991.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 4, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,WATERED
,209,SOUTH,(),"(0, 0)",MELON,991.0,991.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 4, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 4, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,OBSERVED
,210,WATER,(),"(0, 1)",MELON,991.0,991.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 1, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 2, 'max_lifespan_step': 336, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 1, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 336, 'fertilized_until_day': -1}",0,0,WATERED
,211,EAST,(),"(0, 1)",MELON,991.0,991.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 1, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 336, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 1, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 336, 'fertilized_until_day': -1}",0,0,OBSERVED
,212,WATER,(),"(1, 1)",MELON,991.0,991.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 1, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 2, 'max_lifespan_step': 336, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 1, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 336, 'fertilized_until_day': -1}",0,0,WATERED
,213,WEST,(),"(1, 1)",MELON,991.0,991.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 1, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 336, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 1, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 336, 'fertilized_until_day': -1}",0,0,OBSERVED
,214,SOUTH,(),"(0, 1)",MELON,991.0,991.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 1, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 336, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 1, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 336, 'fertilized_until_day': -1}",0,0,OBSERVED
,215,WATER,(),"(0, 2)",MELON,991.0,991.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 1, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 2, 'max_lifespan_step': 336, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 1, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 336, 'fertilized_until_day': -1}",0,0,WATERED
,216,WATER,(),"(4, 4)",MELON,991.0,990.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 4, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 5, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,WATERED
,217,NORTH,(),"(4, 4)",MELON,990.0,990.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 5, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 5, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,OBSERVED
,218,WATER,(),"(4, 3)",MELON,990.0,990.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 4, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 5, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,WATERED
,219,NORTH,(),"(4, 3)",MELON,990.0,990.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 5, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 5, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,OBSERVED
,220,WATER,(),"(4, 2)",MELON,990.0,990.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 4, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 5, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,WATERED
,221,NORTH,(),"(4, 2)",MELON,990.0,990.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 5, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 5, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,OBSERVED
,222,WATER,(),"(4, 1)",MELON,990.0,990.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 4, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 5, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,WATERED
,223,NORTH,(),"(4, 1)",MELON,990.0,990.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 5, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 5, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,OBSERVED
,224,WATER,(),"(4, 0)",MELON,990.0,990.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 4, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 5, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,WATERED
,225,WEST,(),"(4, 0)",MELON,990.0,990.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 5, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 5, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,OBSERVED
,226,WATER,(),"(3, 0)",MELON,990.0,990.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 4, 'max_lifespan_step': 312, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 0, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 5, 'max_lifespan_step': 312, 'fertilized_until_day': -1}",0,0,WATERED
